granule,date,datetime,flight_direction,relative_orbit,full_burst_id,subswath,polarization,platform
S1_374053_IW1_20230208T163623_VV_1E9D-BURST,2023-02-08,2023-02-08 16:36:24,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230210T050915_VV_C828-BURST,2023-02-10,2023-02-10 05:09:16,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230210T050918_VV_C828-BURST,2023-02-10,2023-02-10 05:09:19,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230213T164432_VV_E9A0-BURST,2023-02-13,2023-02-13 16:44:33,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230220T163621_VV_7867-BURST,2023-02-20,2023-02-20 16:36:22,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230220T163623_VV_458F-BURST,2023-02-20,2023-02-20 16:36:24,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230222T050915_VV_F784-BURST,2023-02-22,2023-02-22 05:09:16,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230222T050917_VV_F784-BURST,2023-02-22,2023-02-22 05:09:18,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230225T164432_VV_5D3E-BURST,2023-02-25,2023-02-25 16:44:33,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230304T163621_VV_5A7A-BURST,2023-03-04,2023-03-04 16:36:22,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230304T163624_VV_63B9-BURST,2023-03-04,2023-03-04 16:36:25,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230306T050915_VV_5131-BURST,2023-03-06,2023-03-06 05:09:16,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230306T050918_VV_5131-BURST,2023-03-06,2023-03-06 05:09:19,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230309T164431_VV_6FF9-BURST,2023-03-09,2023-03-09 16:44:33,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230316T163620_VV_407B-BURST,2023-03-16,2023-03-16 16:36:22,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230316T163623_VV_95A4-BURST,2023-03-16,2023-03-16 16:36:24,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230318T050915_VV_D4BC-BURST,2023-03-18,2023-03-18 05:09:16,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230318T050918_VV_D4BC-BURST,2023-03-18,2023-03-18 05:09:19,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230321T164432_VV_E94A-BURST,2023-03-21,2023-03-21 16:44:33,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230328T163621_VV_3E39-BURST,2023-03-28,2023-03-28 16:36:22,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230328T163624_VV_2464-BURST,2023-03-28,2023-03-28 16:36:25,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230330T050915_VV_ED19-BURST,2023-03-30,2023-03-30 05:09:16,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230330T050918_VV_ED19-BURST,2023-03-30,2023-03-30 05:09:19,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230402T164432_VV_7D87-BURST,2023-04-02,2023-04-02 16:44:33,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230409T163622_VV_BF1C-BURST,2023-04-09,2023-04-09 16:36:23,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230409T163624_VV_E2BD-BURST,2023-04-09,2023-04-09 16:36:25,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230411T050916_VV_4497-BURST,2023-04-11,2023-04-11 05:09:17,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230411T050919_VV_4497-BURST,2023-04-11,2023-04-11 05:09:20,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230414T164433_VV_9E1E-BURST,2023-04-14,2023-04-14 16:44:34,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230421T163622_VV_AF67-BURST,2023-04-21,2023-04-21 16:36:23,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230421T163624_VV_84CE-BURST,2023-04-21,2023-04-21 16:36:25,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230423T050916_VV_FEC3-BURST,2023-04-23,2023-04-23 05:09:17,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230423T050919_VV_FEC3-BURST,2023-04-23,2023-04-23 05:09:20,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230426T164433_VV_19DC-BURST,2023-04-26,2023-04-26 16:44:34,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230503T163622_VV_B3C6-BURST,2023-05-03,2023-05-03 16:36:23,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230503T163625_VV_F073-BURST,2023-05-03,2023-05-03 16:36:26,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230505T050917_VV_8B57-BURST,2023-05-05,2023-05-05 05:09:18,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230505T050919_VV_8B57-BURST,2023-05-05,2023-05-05 05:09:20,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230508T164434_VV_256F-BURST,2023-05-08,2023-05-08 16:44:35,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230515T163623_VV_1B49-BURST,2023-05-15,2023-05-15 16:36:24,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230515T163626_VV_A410-BURST,2023-05-15,2023-05-15 16:36:27,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230517T050917_VV_95C9-BURST,2023-05-17,2023-05-17 05:09:18,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230517T050920_VV_95C9-BURST,2023-05-17,2023-05-17 05:09:21,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230520T164434_VV_B9CB-BURST,2023-05-20,2023-05-20 16:44:35,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230527T163624_VV_BCDC-BURST,2023-05-27,2023-05-27 16:36:25,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230527T163626_VV_C7F7-BURST,2023-05-27,2023-05-27 16:36:28,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230529T050918_VV_C81E-BURST,2023-05-29,2023-05-29 05:09:19,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230529T050921_VV_C81E-BURST,2023-05-29,2023-05-29 05:09:22,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230601T164435_VV_AD51-BURST,2023-06-01,2023-06-01 16:44:36,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230608T163624_VV_3320-BURST,2023-06-08,2023-06-08 16:36:25,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230608T163627_VV_8423-BURST,2023-06-08,2023-06-08 16:36:28,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230610T050918_VV_F7B3-BURST,2023-06-10,2023-06-10 05:09:19,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230610T050921_VV_F7B3-BURST,2023-06-10,2023-06-10 05:09:22,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230613T164435_VV_BCB8-BURST,2023-06-13,2023-06-13 16:44:36,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230620T163625_VV_AE49-BURST,2023-06-20,2023-06-20 16:36:26,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230620T163627_VV_AABD-BURST,2023-06-20,2023-06-20 16:36:29,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230622T050919_VV_FCF1-BURST,2023-06-22,2023-06-22 05:09:20,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230622T050922_VV_FCF1-BURST,2023-06-22,2023-06-22 05:09:23,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230625T164436_VV_36C5-BURST,2023-06-25,2023-06-25 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230702T163626_VV_CF38-BURST,2023-07-02,2023-07-02 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230702T163628_VV_6FD1-BURST,2023-07-02,2023-07-02 16:36:29,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230704T050920_VV_9CDB-BURST,2023-07-04,2023-07-04 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230704T050923_VV_9CDB-BURST,2023-07-04,2023-07-04 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230707T164437_VV_45E7-BURST,2023-07-07,2023-07-07 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230714T163627_VV_B597-BURST,2023-07-14,2023-07-14 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230714T163629_VV_5448-BURST,2023-07-14,2023-07-14 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230716T050921_VV_A049-BURST,2023-07-16,2023-07-16 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230716T050924_VV_A049-BURST,2023-07-16,2023-07-16 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230719T164437_VV_0FA5-BURST,2023-07-19,2023-07-19 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230726T163627_VV_6108-BURST,2023-07-26,2023-07-26 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230726T163630_VV_94FC-BURST,2023-07-26,2023-07-26 16:36:31,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230728T050921_VV_212E-BURST,2023-07-28,2023-07-28 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230728T050924_VV_212E-BURST,2023-07-28,2023-07-28 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230731T164438_VV_FE44-BURST,2023-07-31,2023-07-31 16:44:39,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230807T163628_VV_E059-BURST,2023-08-07,2023-08-07 16:36:29,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230807T163630_VV_16DE-BURST,2023-08-07,2023-08-07 16:36:32,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230809T050921_VV_E2B3-BURST,2023-08-09,2023-08-09 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230809T050924_VV_E2B3-BURST,2023-08-09,2023-08-09 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230812T164439_VV_B2A9-BURST,2023-08-12,2023-08-12 16:44:40,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230819T163629_VV_C790-BURST,2023-08-19,2023-08-19 16:36:30,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230819T163631_VV_EDFF-BURST,2023-08-19,2023-08-19 16:36:32,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230821T050922_VV_53B5-BURST,2023-08-21,2023-08-21 05:09:23,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230821T050925_VV_53B5-BURST,2023-08-21,2023-08-21 05:09:26,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230824T164440_VV_90F4-BURST,2023-08-24,2023-08-24 16:44:41,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230831T163629_VV_B8D8-BURST,2023-08-31,2023-08-31 16:36:30,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230831T163632_VV_E654-BURST,2023-08-31,2023-08-31 16:36:33,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230902T050923_VV_D0C4-BURST,2023-09-02,2023-09-02 05:09:25,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230902T050926_VV_D0C4-BURST,2023-09-02,2023-09-02 05:09:27,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230905T164440_VV_097F-BURST,2023-09-05,2023-09-05 16:44:41,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230912T163630_VV_612C-BURST,2023-09-12,2023-09-12 16:36:31,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230912T163632_VV_B9B8-BURST,2023-09-12,2023-09-12 16:36:34,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230914T050924_VV_E299-BURST,2023-09-14,2023-09-14 05:09:25,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230914T050927_VV_E299-BURST,2023-09-14,2023-09-14 05:09:28,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230917T164441_VV_B9B8-BURST,2023-09-17,2023-09-17 16:44:42,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20230924T163630_VV_FFF8-BURST,2023-09-24,2023-09-24 16:36:31,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20230924T163633_VV_6F1E-BURST,2023-09-24,2023-09-24 16:36:34,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20230926T050924_VV_5C48-BURST,2023-09-26,2023-09-26 05:09:25,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20230926T050927_VV_5C48-BURST,2023-09-26,2023-09-26 05:09:28,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20230929T164441_VV_F462-BURST,2023-09-29,2023-09-29 16:44:42,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20231006T163630_VV_0AF9-BURST,2023-10-06,2023-10-06 16:36:31,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20231006T163633_VV_59BB-BURST,2023-10-06,2023-10-06 16:36:34,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20231008T050924_VV_3050-BURST,2023-10-08,2023-10-08 05:09:25,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20231008T050927_VV_3050-BURST,2023-10-08,2023-10-08 05:09:28,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20231011T164440_VV_B45B-BURST,2023-10-11,2023-10-11 16:44:41,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20231018T163630_VV_0EA3-BURST,2023-10-18,2023-10-18 16:36:31,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20231018T163633_VV_88FE-BURST,2023-10-18,2023-10-18 16:36:34,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20231020T050924_VV_1204-BURST,2023-10-20,2023-10-20 05:09:25,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20231020T050927_VV_1204-BURST,2023-10-20,2023-10-20 05:09:28,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20231023T164441_VV_4263-BURST,2023-10-23,2023-10-23 16:44:42,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20231030T163630_VV_389F-BURST,2023-10-30,2023-10-30 16:36:31,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20231030T163633_VV_4CEF-BURST,2023-10-30,2023-10-30 16:36:34,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20231101T050924_VV_7A60-BURST,2023-11-01,2023-11-01 05:09:25,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20231101T050927_VV_7A60-BURST,2023-11-01,2023-11-01 05:09:28,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20231104T164441_VV_F1C3-BURST,2023-11-04,2023-11-04 16:44:42,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20231111T163630_VV_1D60-BURST,2023-11-11,2023-11-11 16:36:31,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20231111T163632_VV_0508-BURST,2023-11-11,2023-11-11 16:36:33,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20231113T050924_VV_A8B4-BURST,2023-11-13,2023-11-13 05:09:25,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20231113T050927_VV_A8B4-BURST,2023-11-13,2023-11-13 05:09:28,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20231116T164441_VV_295E-BURST,2023-11-16,2023-11-16 16:44:42,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20231123T163629_VV_220A-BURST,2023-11-23,2023-11-23 16:36:30,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20231123T163632_VV_199D-BURST,2023-11-23,2023-11-23 16:36:33,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20231125T050923_VV_EAD1-BURST,2023-11-25,2023-11-25 05:09:24,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20231125T050926_VV_EAD1-BURST,2023-11-25,2023-11-25 05:09:27,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20231128T164440_VV_F6C8-BURST,2023-11-28,2023-11-28 16:44:41,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20231205T163629_VV_DCD8-BURST,2023-12-05,2023-12-05 16:36:30,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20231205T163632_VV_1390-BURST,2023-12-05,2023-12-05 16:36:33,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20231207T050923_VV_1E15-BURST,2023-12-07,2023-12-07 05:09:24,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20231207T050926_VV_1E15-BURST,2023-12-07,2023-12-07 05:09:27,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20231210T164440_VV_9D53-BURST,2023-12-10,2023-12-10 16:44:41,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20231217T163628_VV_73A2-BURST,2023-12-17,2023-12-17 16:36:29,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20231217T163631_VV_9F00-BURST,2023-12-17,2023-12-17 16:36:32,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20231219T050922_VV_3E6C-BURST,2023-12-19,2023-12-19 05:09:23,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20231219T050925_VV_3E6C-BURST,2023-12-19,2023-12-19 05:09:26,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20231222T164439_VV_3D2E-BURST,2023-12-22,2023-12-22 16:44:40,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20231229T163627_VV_BD5D-BURST,2023-12-29,2023-12-29 16:36:29,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20231229T163630_VV_2CA4-BURST,2023-12-29,2023-12-29 16:36:31,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20231231T050922_VV_A7F1-BURST,2023-12-31,2023-12-31 05:09:23,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20231231T050924_VV_A7F1-BURST,2023-12-31,2023-12-31 05:09:26,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240103T164438_VV_CE23-BURST,2024-01-03,2024-01-03 16:44:39,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240110T163627_VV_918D-BURST,2024-01-10,2024-01-10 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240110T163630_VV_2BF9-BURST,2024-01-10,2024-01-10 16:36:31,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240112T050921_VV_206E-BURST,2024-01-12,2024-01-12 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240112T050924_VV_206E-BURST,2024-01-12,2024-01-12 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240115T164437_VV_3C22-BURST,2024-01-15,2024-01-15 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240122T163627_VV_B84D-BURST,2024-01-22,2024-01-22 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240122T163629_VV_83EF-BURST,2024-01-22,2024-01-22 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240124T050921_VV_8033-BURST,2024-01-24,2024-01-24 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240124T050923_VV_8033-BURST,2024-01-24,2024-01-24 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240127T164437_VV_70E3-BURST,2024-01-27,2024-01-27 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240203T163626_VV_0942-BURST,2024-02-03,2024-02-03 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240203T163629_VV_889A-BURST,2024-02-03,2024-02-03 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240205T050920_VV_67AD-BURST,2024-02-05,2024-02-05 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240205T050923_VV_67AD-BURST,2024-02-05,2024-02-05 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240208T164437_VV_DE1F-BURST,2024-02-08,2024-02-08 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240215T163626_VV_6DB6-BURST,2024-02-15,2024-02-15 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240215T163629_VV_94F2-BURST,2024-02-15,2024-02-15 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240217T050920_VV_6655-BURST,2024-02-17,2024-02-17 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240217T050923_VV_6655-BURST,2024-02-17,2024-02-17 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240220T164437_VV_DF1D-BURST,2024-02-20,2024-02-20 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240227T163626_VV_4648-BURST,2024-02-27,2024-02-27 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240227T163628_VV_CD08-BURST,2024-02-27,2024-02-27 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240229T050920_VV_6FDD-BURST,2024-02-29,2024-02-29 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240229T050923_VV_6FDD-BURST,2024-02-29,2024-02-29 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240303T164437_VV_D230-BURST,2024-03-03,2024-03-03 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240310T163626_VV_F04B-BURST,2024-03-10,2024-03-10 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240310T163629_VV_D27E-BURST,2024-03-10,2024-03-10 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240312T050920_VV_E8B1-BURST,2024-03-12,2024-03-12 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240312T050923_VV_E8B1-BURST,2024-03-12,2024-03-12 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
